ln_R,ln_I
3.204323769,4.425553799
3.668302298,6.491038322
2.88932991,4.464934826
3.019946098,4.127703667
2.965442657,4.141322136
4.129140854,7.152701378
3.359358311,5.863958836
3.673456192,6.307050228
3.626556396,6.323092937
3.160732031,4.635420799
